pr_id,reason_label,reason_summary,confidence
2763926843,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for a short period before being closed, indicating a lack of attention or prioritization.",0.8
2763955999,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.8
2764665933,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it remained open for a long time (from December 31st to January 2nd), suggesting that it became stale or stuck in the backlog.",0.8
2765165425,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for 7 days with no activity before being closed.",0.9
2765532800,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author.",0.9
2765766260,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2765771643,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the context does not provide any clear indication of why it failed to be merged. The signals indicate that the PR had changes requested (True) but did not fail CI checks (ci_failed: False), suggesting that the lack of merge might be due to low priority or staleness.",0.8
2765835144,U1_UNKNOWN,There is not enough information to determine the reason why this pull request was closed without being merged.,0.5
2765877627,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2766353261,P2_AUTHOR_UNRESPONSIVE_OR_WITHDREW,"The PR was closed due to inactivity, with the last comment being from a bot that indicated the author had stopped responding to feedback.",0.8
2766783930,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it was not prioritized or reviewed, becoming stale and eventually closed due to inactivity.",0.8
2766896431,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was not merged.,0.8
2767408688,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue preventing its merge. The lack of updates or comments on the PR suggests that it may have been prioritized low or became stale.",0.8
2767657628,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no further discussion or changes made after the initial comments from Devin AI.",0.9
2767735199,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity and lack of attention, as it remained open for 4 days without any updates or comments.",0.8
2767796873,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it was not prioritized or reviewed, becoming stale and eventually closed due to inactivity.",0.8
2767838200,T1_CI_OR_TEST_FAILURE,"The PR's tests failed during CI checks, but the context does not provide information on how to resolve these failures.",0.8
2767878178,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement among reviewers. The PR was likely stuck in the backlog due to lack of attention.",0.8
2767950239,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last event being a comment from Devin AI Engineer closing it, indicating that the author stopped responding or neglecting the PR.",0.9
2767960820,T1_CI_OR_TEST_FAILURE,"The pull request failed because its tests, build, or CI checks failed, and those failures were never resolved.",0.8
2768448959,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2768454422,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not reviewed or addressed until a week after its creation, indicating it became stale and stuck in the backlog.",0.8
2768570229,T1_CI_OR_TEST_FAILURE,"The PR's tests were not explicitly mentioned as failing, but the context suggests that the author was assisted by Devin AI Engineer and the PR was closed without merging. Although there is no direct mention of test failures, it is likely that the tests passed due to the assistance provided.",0.8
2768602796,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of why it failed. The context suggests that the author stopped responding to feedback, but this is not explicitly stated.",0.6
2768631398,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of why it failed. The context suggests that the author did not address required changes or respond to feedback, but this is not explicitly stated.",0.6
2768801424,T1_CI_OR_TEST_FAILURE,"The PR failed because its tests, build, or CI checks failed and those failures were never resolved.",0.8
2768861546,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for 16 days with no significant activity or updates.",0.8
2769398002,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was closed without being merged.,0.8
2769546631,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or project requirement mismatch. The lack of updates or attention to the PR suggests it became stale and was eventually closed due to inactivity.",0.8
2769791644,T2_CODE_QUALITY_OR_CORRECTNESS,"Reviewers identified code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations in the PR.",0.9
2769930216,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as it remained open for 3 days before being closed without merging.",0.8
2769964943,T2_CODE_QUALITY_OR_CORRECTNESS,"The PR makes significant improvements to code quality and reliability, but the security issue with hardcoded API keys must be addressed before merging.",0.8
2769973551,T2_CODE_QUALITY_OR_CORRECTNESS,"Reviewers identified code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations in the PR.",0.8
2770095837,U1_UNKNOWN,There is not enough information to infer a plausible reason for why the PR was closed without being merged.,0.5
2770590659,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of why it failed. The lack of a merge confirmation and the absence of any explicit feedback or comments from reviewers suggest that the PR may have been prioritized low or stuck in the backlog.",0.8
2770730384,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as indicated by the closed_unmerged state without a merged_at timestamp.",0.8
2770944230,T1_CI_OR_TEST_FAILURE,"The pull request failed CI checks, which were not resolved, and the tests indicated that the segmentation tool remained active after deletion.",0.9
2771182139,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or attention to the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2771402284,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2771428959,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was not merged.,0.8
2771536472,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR after its creation suggests that it may have been prioritized low or became stale.",0.8
2771538261,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed by the reviewer without merging, and there is no indication of a technical issue or disagreement. The PR was not prioritized or reviewed, becoming stale and eventually closed due to inactivity.",0.9
2771598346,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was not merged.,0.8
2771684354,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of technical issues or disagreements in the review process. The lack of updates or attention to the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2772459642,P1_LOW_PRIORITY_OR_STALE,"The PR has not seen activity for a while and will be closed in 7 days unless further activity is detected, indicating it was prioritized or reviewed but ultimately stuck in the backlog.",0.9
2773663616,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the author did not respond to comments or address required changes, indicating a lack of attention and prioritization.",0.8
2773964481,T2_CODE_QUALITY_OR_CORRECTNESS,"Reviewers identified code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations in the PR.",0.8
2774090835,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it was not prioritized or reviewed, becoming stale and eventually closed due to inactivity.",0.8
2774111740,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was closed without being merged.,0.8
2774379409,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.8
2775016444,P1_LOW_PRIORITY_OR_STALE,"The pull request has not seen activity for a while and was closed due to inactivity, indicating that it was not prioritized or reviewed.",0.9
2775040185,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or attention to the PR suggests it became stale and was eventually closed due to inactivity.",0.8
2775061735,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2775199982,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on January 8, 2025, and it remained open for 15 days before being closed.",0.9
2775510990,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity, with no further activity detected for a while and eventually being closed by the GitHub Actions bot.",0.9
2775913494,P1_LOW_PRIORITY_OR_STALE,"The PR was not prioritized or reviewed, became stale and was closed mainly due to inactivity or lack of attention.",0.9
2775914094,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as indicated by the closed date being only one day after creation.",0.8
2776299690,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after January 8th, indicating that it became stale and was eventually closed.",0.9
2776592584,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was reviewed by Devin AI Engineer but no further action was taken after the initial review. The lack of updates or comments on the PR suggests that it became stale and was eventually closed.",0.8
2776604195,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 9th, 2025.",0.8
2776790742,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.8
2776793311,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of technical issues or conflicts. The lack of priority or attention from the author or reviewers led to its closure.",0.8
2776797524,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not reviewed or prioritized, leading to its closure mainly due to inactivity.",0.8
2776825485,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as it remained open for a short period before being closed without merging.",0.8
2776831778,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of why it failed. The context suggests that the author may have abandoned or lost attention to the PR.",0.8
2776940475,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity and lack of attention, as it remained open for a short period before being closed without merging.",0.8
2777165355,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after January 9th, indicating that it became stale and was eventually closed.",0.8
2777184851,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of any technical issues or conflicts. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2777919004,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for 8 days with no activity before being closed.",0.9
2778132201,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 9th, 2025.",0.8
2778468131,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2778508344,T1_CI_OR_TEST_FAILURE,"The pull request failed because its tests, build, or CI checks failed, and those failures were never resolved.",0.8
2778991358,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on January 10, 2025, and it remained open for 13 days before being closed.",0.9
2779086517,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not reviewed or prioritized after its initial review on January 10th, leading to staleness.",0.8
2779120679,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after January 10th, 2025.",0.8
2779258612,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not prioritized or reviewed, becoming stale and eventually closed due to inactivity.",0.8
2779356294,T2_CODE_QUALITY_OR_CORRECTNESS,"The PR introduced new cyclic dependencies, which were highlighted by automated checks and may have caused issues with the code's maintainability or performance.",0.8
2779790975,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it became stale or stuck in the backlog due to lack of attention.",0.8
2779799871,P1_LOW_PRIORITY_OR_STALE,The PR has not seen activity for a while and will be closed in 7 days unless further activity is detected.,0.9
2780097022,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of activity and inactivity, as it has remained open for a long time without any further updates or reviews.",0.9
2780170863,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of activity and inactivity, with the bot commenting on its own review and the GitHub Actions bot labeling it as 'Stale' and 'Needs Triaging'. The PR was closed after 7 days without further activity.",0.9
2780400636,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity, with the last activity being over a week ago and a stale message indicating it would be closed in 7 days unless further activity is detected.",0.9
2780647811,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2780883677,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 10th, 2025.",0.9
2781582272,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 11th, 2025.",0.9
2781604779,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal in the context to infer a plausible reason. The PR was likely stuck in the backlog due to lack of attention or prioritization.",0.8
2782133644,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2782215003,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal in the context that suggests a technical issue or disagreement. The lack of activity and comments on the PR after its creation suggests that it may have been prioritized low or stuck in the backlog.",0.8
2782215521,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments suggests that the author may have lost interest or attention, leading to the stale state.",0.8
2782319973,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after January 12th, indicating it became stale and was eventually closed.",0.9
2782321208,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not reviewed or addressed before being closed, indicating a lack of priority or attention.",0.9
2782330828,T1_CI_OR_TEST_FAILURE,"The PR's tests failed, but the context does not provide information on how to resolve these failures, leading to the PR being closed without merging.",0.6
2782413167,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, indicating it was not prioritized or reviewed, and became stale or stuck in the backlog.",0.8
2782676212,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR after its creation suggests that it may have been prioritized low or stuck in the backlog.",0.8
2782722999,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for 5 days with no activity before being closed.",0.8
2783286259,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, indicating it may have been prioritized low or became stale and stuck in the backlog.",0.8
2783341899,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on January 13, 2025, and it remained open for 10 days before being closed.",0.9
2784488870,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity and lack of attention, as it remained open for a short period before being closed without merging.",0.8
2784500442,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason for why this PR was closed without being merged.,0.5
2784700018,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or attention to the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2785589564,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after January 14th, indicating that it became stale and was eventually closed.",0.9
2785608814,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after January 13th, indicating that it became stale and was eventually closed.",0.9
2785628775,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 13th, 2025.",0.9
2785674579,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2785728592,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being a comment from Devin AI Engineer on January 14, 2025, and no further updates or changes were made.",0.9
2786312650,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity, with no further activity detected after the initial review and no changes made to address comments or resolve issues.",0.9
2786817367,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The author did not respond to feedback, and the PR remained open for an extended period.",0.8
2786819123,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after January 14, 2025, indicating that it became stale and was eventually closed.",0.9
2787618893,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was reviewed by Devin AI Engineer but no further action was taken after January 14th, indicating a lack of attention or prioritization.",0.8
2787693519,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after the initial review.",0.8
2788059326,P1_LOW_PRIORITY_OR_STALE,The PR has not seen activity for a while and will be closed in 7 days unless further activity is detected.,0.9
2788087431,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to lack of attention and inactivity, as indicated by the closed date being only 8 hours after creation.",0.9
2789118244,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to inactivity, with the last activity being 13 days ago and a warning message indicating it would be closed in 7 days unless further activity is detected.",0.9
2790021945,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2790117302,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for only two days before being closed, indicating a lack of attention or prioritization.",0.8
2790868866,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was last updated on January 15, 2025, with no further activity until its closure on January 23, 2025.",0.8
2791079062,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after January 16, 2025.",0.9
2792145491,P1_LOW_PRIORITY_OR_STALE,"The PR has not seen activity for a while and was closed due to inactivity, indicating that it was not prioritized or reviewed.",0.9
2792149320,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity, with the last activity being 7 days ago and a warning message indicating it would be closed in 7 days unless further activity is detected.",0.9
2792408196,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity, with the last activity being a comment from the bot on January 23rd, and it was closed by the bot on January 24th.",0.9
2792640916,P1_LOW_PRIORITY_OR_STALE,"The PR has not seen activity for a while and will be closed in 7 days unless further activity is detected, indicating it was prioritized low or stuck in the backlog.",0.9
2792917419,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity and lack of attention, resulting in it being closed by the bot.",0.8
2792918251,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity and lack of attention, with the last activity being over a week ago.",0.9
2793293460,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity, as it remained open for a long time and was closed mainly because of inactivity.",0.9
2793404178,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after January 16, 2025.",0.9
2793548898,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The author did not respond to comments, and the PR remained open for a short period before being closed.",0.8
2793592645,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after January 16th, indicating that it became stale and was eventually closed.",0.9
2793729508,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 16th, 2025.",0.9
2793852587,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 16th, 2025.",0.9
2794276099,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was not merged.,0.8
2794424292,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2794616611,T2_CODE_QUALITY_OR_CORRECTNESS,"The pull request failed because reviewers identified code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations in the provided unit tests and mock implementations.",0.8
2794784651,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of activity and inactivity, with the bot stating that it will be closed in 7 days unless further activity is detected.",0.9
2795913938,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2795922231,U1_UNKNOWN,There is not enough information to determine the reason why this pull request was closed without being merged.,0.8
2795964105,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The PR was likely abandoned due to inactivity or lack of attention.",0.8
2795968909,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2796009360,T1_CI_OR_TEST_FAILURE,"The PR's tests passed, but the CI checks failed due to an unknown issue, and those failures were never resolved.",0.8
2796014467,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The author's lack of response to comments and the stale state of the PR suggest that it was not prioritized or reviewed.",0.8
2796059303,T1_CI_OR_TEST_FAILURE,"The PR's tests failed, and those failures were never resolved.",0.8
2796401274,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after January 17, 2025, indicating that it was not prioritized or reviewed.",0.9
2796914337,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to inactivity, with the last activity being on January 18, 2025, and it remained closed without being merged until January 26, 2025.",0.9
2797184843,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on January 18th, 2025.",0.9
2797405312,T1_CI_OR_TEST_FAILURE,"The PR's automated tests passed successfully, but the reviewer mentioned a use of password hash with insufficient computational effort in the review discussion snippet.",0.8
2797482849,T1_CI_OR_TEST_FAILURE,"The PR's tests passed, but the CI run failed to verify the changes due to a missing link to Devin AI's session.",0.8
2797854568,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last update being on January 28th and no further activity since then.",0.9
